test_before,test_after
5.777932167053223,2.088409185409546
16.05297088623047,16.05297088623047
33.41345977783203,36.53845977783203
6.705824851989746,6.705824851989746
1.8365472555160522,1.8365472555160522
7.13572883605957,7.13572883605957
31.13553237915039,28.38827896118164
10.72756290435791,10.674455642700195
9.167950630187988,16.56394386291504
12.893204689025879,12.893204689025879
7.11805534362793,7.11805534362793
23.682031631469727,23.682031631469727
2.064896821975708,2.064896821975708
8.066394805908203,8.066394805908203
7.331006050109863,7.331006050109863
22.206010818481445,22.206010818481445
3.076923131942749,3.076923131942749
5.877551078796387,6.557823181152344
9.963345527648926,9.963345527648926
8.579465866088867,8.270042419433594
13.95717716217041,13.95717716217041
6.200787544250488,3.0019686222076416
13.891416549682617,9.159842491149902
15.43889331817627,22.49506187438965
3.9264566898345947,3.9264566898345947
20.389461517333984,20.389461517333984
11.108001708984375,11.108001708984375
4.012610912322998,4.012610912322998
17.84636116027832,17.84636116027832
4.56114387512207,4.56114387512207
35.71428680419922,35.71428680419922
2.771035671234131,2.771035671234131
3.025477647781372,3.025477647781372
13.4047269821167,13.4047269821167
23.70555305480957,23.70555305480957
22.950176239013672,22.950176239013672
5.916775226593018,5.916775226593018
2.4403772354125977,2.4403772354125977
5.905942440032959,5.905942440032959
27.5510196685791,27.5510196685791
48.80119705200195,48.80119705200195
2.6782724857330322,2.6782724857330322
5.0424628257751465,5.0424628257751465
2.5120255947113037,2.5120255947113037
12.2517671585083,15.11275577545166
28.545564651489258,28.545564651489258
8.865979194641113,8.865979194641113
5.936073303222656,5.936073303222656
4.625041484832764,4.625041484832764
1.390988826751709,1.390988826751709
0.2833530008792877,0.2833530008792877
2.996575355529785,2.996575355529785
0.9792758226394653,0.9792758226394653
4.810192584991455,4.810192584991455
2.1902191638946533,2.1902191638946533
8.99689769744873,8.99689769744873
1.3217867612838745,1.3217867612838745
5.816473960876465,5.816473960876465
26.305086135864258,26.305086135864258
4.177377700805664,4.177377700805664
4.482029914855957,4.482029914855957
5.081216335296631,5.081216335296631
4.651760101318359,4.651760101318359
8.279899597167969,8.279899597167969
23.4657039642334,23.4657039642334
8.952702522277832,8.952702522277832
9.949348449707031,9.949348449707031
3.5381152629852295,3.5381152629852295
31.891891479492188,31.891891479492188
3.0496132373809814,3.0496132373809814
2.2475571632385254,2.2475571632385254
1.9543973207473755,1.9543973207473755
2.2875816822052,2.2875816822052
1.7930629253387451,1.7930629253387451
26.918638229370117,26.918638229370117
30.482059478759766,30.482059478759766
5.327019691467285,5.327019691467285
4.3744120597839355,4.3744120597839355
21.206096649169922,21.206096649169922
11.61495590209961,11.61495590209961
6.155045032501221,6.155045032501221
11.44164752960205,11.44164752960205
9.027389526367188,9.027389526367188
8.583898544311523,8.583898544311523
3.0592734813690186,3.0592734813690186
9.036816596984863,9.036816596984863
7.183907985687256,7.183907985687256
25.112974166870117,25.112974166870117
0.33470648527145386,0.33470648527145386
10.86262035369873,10.86262035369873
5.984042644500732,5.984042644500732
7.578419208526611,7.578419208526611
1.4344916343688965,1.4344916343688965
19.754528045654297,19.754528045654297
0.9160305261611938,0.9160305261611938
12.943495750427246,12.943495750427246
8.745445251464844,8.745445251464844
6.720905780792236,6.720905780792236
12.790698051452637,12.790698051452637
1.7279412746429443,1.7279412746429443
